priority,scenarioGroup,enableOnlineIntervention,enableOfflineIntervention,initialOnlineSeeds,initialOfflineSeeds,expectedFinalTime,paperUse,notes,batchId,modelMode,modelModeName,baselineFamily,requiresModelModeSupport,analysisRole,queueId,scenarioId,scenarioName,seedId,sensitivityDesign,sensitivitySampleId,sensitivitySeedReplicate,onlineRate,offlineRate,onlineGovEffect,offlineGovEffect,latentTime,forgetTime,govForgetTime,pRewire,kOnline,kOffline,interventionStartTime
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L005-seed01,LHS_L005,LHS 参数样本 L005,1,LHS,L005,1,37.5963,2.9978,0.0342,0.1237,1.0021,4.4688,2.6557,0.2255,9,7,20
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L005-seed07,LHS_L005,LHS 参数样本 L005,7,LHS,L005,7,37.5963,2.9978,0.0342,0.1237,1.0021,4.4688,2.6557,0.2255,9,7,20
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L005-seed13,LHS_L005,LHS 参数样本 L005,13,LHS,L005,13,37.5963,2.9978,0.0342,0.1237,1.0021,4.4688,2.6557,0.2255,9,7,20
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L005-seed19,LHS_L005,LHS 参数样本 L005,19,LHS,L005,19,37.5963,2.9978,0.0342,0.1237,1.0021,4.4688,2.6557,0.2255,9,7,20
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L005-seed25,LHS_L005,LHS 参数样本 L005,25,LHS,L005,25,37.5963,2.9978,0.0342,0.1237,1.0021,4.4688,2.6557,0.2255,9,7,20
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L006-seed01,LHS_L006,LHS 参数样本 L006,1,LHS,L006,1,30.5603,3.818,0.0382,0.0721,2.1966,18.3847,6.2748,0.017,5,7,22
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L006-seed07,LHS_L006,LHS 参数样本 L006,7,LHS,L006,7,30.5603,3.818,0.0382,0.0721,2.1966,18.3847,6.2748,0.017,5,7,22
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L006-seed13,LHS_L006,LHS 参数样本 L006,13,LHS,L006,13,30.5603,3.818,0.0382,0.0721,2.1966,18.3847,6.2748,0.017,5,7,22
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L006-seed19,LHS_L006,LHS 参数样本 L006,19,LHS,L006,19,30.5603,3.818,0.0382,0.0721,2.1966,18.3847,6.2748,0.017,5,7,22
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L006-seed25,LHS_L006,LHS 参数样本 L006,25,LHS,L006,25,30.5603,3.818,0.0382,0.0721,2.1966,18.3847,6.2748,0.017,5,7,22
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L007-seed01,LHS_L007,LHS 参数样本 L007,1,LHS,L007,1,44.8219,3.5495,0.0482,0.1747,1.0296,17.1711,5.8994,0.2035,7,2,34
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L007-seed07,LHS_L007,LHS 参数样本 L007,7,LHS,L007,7,44.8219,3.5495,0.0482,0.1747,1.0296,17.1711,5.8994,0.2035,7,2,34
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L007-seed13,LHS_L007,LHS 参数样本 L007,13,LHS,L007,13,44.8219,3.5495,0.0482,0.1747,1.0296,17.1711,5.8994,0.2035,7,2,34
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L007-seed19,LHS_L007,LHS 参数样本 L007,19,LHS,L007,19,44.8219,3.5495,0.0482,0.1747,1.0296,17.1711,5.8994,0.2035,7,2,34
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L007-seed25,LHS_L007,LHS 参数样本 L007,25,LHS,L007,25,44.8219,3.5495,0.0482,0.1747,1.0296,17.1711,5.8994,0.2035,7,2,34
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L008-seed01,LHS_L008,LHS 参数样本 L008,1,LHS,L008,1,31.5234,8.5901,0.0519,0.1036,1.8894,14.7146,6.3799,0.1804,8,5,48
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L008-seed07,LHS_L008,LHS 参数样本 L008,7,LHS,L008,7,31.5234,8.5901,0.0519,0.1036,1.8894,14.7146,6.3799,0.1804,8,5,48
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L008-seed13,LHS_L008,LHS 参数样本 L008,13,LHS,L008,13,31.5234,8.5901,0.0519,0.1036,1.8894,14.7146,6.3799,0.1804,8,5,48
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L008-seed19,LHS_L008,LHS 参数样本 L008,19,LHS,L008,19,31.5234,8.5901,0.0519,0.1036,1.8894,14.7146,6.3799,0.1804,8,5,48
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L008-seed25,LHS_L008,LHS 参数样本 L008,25,LHS,L008,25,31.5234,8.5901,0.0519,0.1036,1.8894,14.7146,6.3799,0.1804,8,5,48
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L009-seed01,LHS_L009,LHS 参数样本 L009,1,LHS,L009,1,41.1077,8.2277,0.0231,0.3041,2.6722,18.5783,7.9274,0.1717,5,3,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L009-seed07,LHS_L009,LHS 参数样本 L009,7,LHS,L009,7,41.1077,8.2277,0.0231,0.3041,2.6722,18.5783,7.9274,0.1717,5,3,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L009-seed13,LHS_L009,LHS 参数样本 L009,13,LHS,L009,13,41.1077,8.2277,0.0231,0.3041,2.6722,18.5783,7.9274,0.1717,5,3,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L009-seed19,LHS_L009,LHS 参数样本 L009,19,LHS,L009,19,41.1077,8.2277,0.0231,0.3041,2.6722,18.5783,7.9274,0.1717,5,3,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L009-seed25,LHS_L009,LHS 参数样本 L009,25,LHS,L009,25,41.1077,8.2277,0.0231,0.3041,2.6722,18.5783,7.9274,0.1717,5,3,30
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L010-seed01,LHS_L010,LHS 参数样本 L010,1,LHS,L010,1,42.6749,4.3992,0.1176,0.0836,4.2368,9.9565,1.566,0.0452,6,4,34
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L010-seed07,LHS_L010,LHS 参数样本 L010,7,LHS,L010,7,42.6749,4.3992,0.1176,0.0836,4.2368,9.9565,1.566,0.0452,6,4,34
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L010-seed13,LHS_L010,LHS 参数样本 L010,13,LHS,L010,13,42.6749,4.3992,0.1176,0.0836,4.2368,9.9565,1.566,0.0452,6,4,34
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L010-seed19,LHS_L010,LHS 参数样本 L010,19,LHS,L010,19,42.6749,4.3992,0.1176,0.0836,4.2368,9.9565,1.566,0.0452,6,4,34
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L010-seed25,LHS_L010,LHS 参数样本 L010,25,LHS,L010,25,42.6749,4.3992,0.1176,0.0836,4.2368,9.9565,1.566,0.0452,6,4,34
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L011-seed01,LHS_L011,LHS 参数样本 L011,1,LHS,L011,1,49.0988,3.749,0.036,0.3241,1.3813,9.4146,6.4611,0.0131,7,3,36
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L011-seed07,LHS_L011,LHS 参数样本 L011,7,LHS,L011,7,49.0988,3.749,0.036,0.3241,1.3813,9.4146,6.4611,0.0131,7,3,36
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L011-seed13,LHS_L011,LHS 参数样本 L011,13,LHS,L011,13,49.0988,3.749,0.036,0.3241,1.3813,9.4146,6.4611,0.0131,7,3,36
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L011-seed19,LHS_L011,LHS 参数样本 L011,19,LHS,L011,19,49.0988,3.749,0.036,0.3241,1.3813,9.4146,6.4611,0.0131,7,3,36
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L011-seed25,LHS_L011,LHS 参数样本 L011,25,LHS,L011,25,49.0988,3.749,0.036,0.3241,1.3813,9.4146,6.4611,0.0131,7,3,36
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L012-seed01,LHS_L012,LHS 参数样本 L012,1,LHS,L012,1,24.7786,8.0579,0.0239,0.1968,2.2519,18.926,6.991,0.1196,10,4,22
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L012-seed07,LHS_L012,LHS 参数样本 L012,7,LHS,L012,7,24.7786,8.0579,0.0239,0.1968,2.2519,18.926,6.991,0.1196,10,4,22
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L012-seed13,LHS_L012,LHS 参数样本 L012,13,LHS,L012,13,24.7786,8.0579,0.0239,0.1968,2.2519,18.926,6.991,0.1196,10,4,22
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L012-seed19,LHS_L012,LHS 参数样本 L012,19,LHS,L012,19,24.7786,8.0579,0.0239,0.1968,2.2519,18.926,6.991,0.1196,10,4,22
S,SCI_v3_global_sensitivity,true,true,10,10,180,SCI v3 全局敏感性分析,modelMode=0 完整耦合 SEIRG 模型；用于验证结论对参数扰动的稳健性。,SCI_V3_GLOBAL_SENSITIVITY_20260613,0,coupled_seirg_full,full_model,false,global_sensitivity,LHS-L012-seed25,LHS_L012,LHS 参数样本 L012,25,LHS,L012,25,24.7786,8.0579,0.0239,0.1968,2.2519,18.926,6.991,0.1196,10,4,22
